ref_id; pt1x; pt1y; query_id; pt2x; pt2y
2020_PS161_P3_c_CR.tif;247;379;2020_PS161_P3_d_EH.TIF;199;237
2020_PS161_P3_c_CR.tif;75;124;2020_PS161_P3_d_EH.TIF;43;342
2020_PS161_P3_c_CR.tif;75;124;2020_PS161_P3_d_EH.TIF;43;342
2020_PS161_P3_c_CR.tif;155;358;2020_PS161_P3_d_EH.TIF;224;207
2020_PS161_P3_c_CR.tif;315;236;2020_PS161_P3_d_EH.TIF;63;217
2020_PS161_P3_c_CR.tif;88;345;2020_PS161_P3_d_EH.TIF;183;220
2020_PS161_P3_c_CR.tif;319;324;2020_PS161_P3_d_EH.TIF;115;262
2020_PS161_P3_c_CR.tif;63;331;2020_PS161_P3_d_EH.TIF;139;214
2020_PS161_P3_c_CR.tif;148;242;2020_PS161_P3_d_EH.TIF;69;363
2020_PS161_P3_c_CR.tif;334;288;2020_PS161_P3_d_EH.TIF;80;258
2020_PS161_P3_c_CR.tif;279;370;2020_PS161_P3_d_EH.TIF;64;361
2020_PS161_P3_c_CR.tif;202;97;2020_PS161_P3_d_EH.TIF;175;387
2020_PS161_P3_c_CR.tif;186;155;2020_PS161_P3_d_EH.TIF;137;417
2020_PS161_P3_c_CR.tif;97;316;2020_PS161_P3_d_EH.TIF;110;182
2020_PS161_P3_c_CR.tif;241;318;2020_PS161_P3_d_EH.TIF;145;249
2020_PS161_P3_c_CR.tif;193;458;2020_PS161_P3_d_EH.TIF;169;296
2020_PS161_P3_c_CR.tif;291;364;2020_PS161_P3_d_EH.TIF;66;349
2020_PS161_P3_c_CR.tif;148;383;2020_PS161_P3_d_EH.TIF;70;350
2020_PS161_P3_c_CR.tif;150;410;2020_PS161_P3_d_EH.TIF;203;97
2020_PS161_P3_c_CR.tif;95;175;2020_PS161_P3_d_EH.TIF;150;151
2020_PS161_P3_c_CR.tif;314;285;2020_PS161_P3_d_EH.TIF;59;267
2020_PS161_P3_c_CR.tif;104;339;2020_PS161_P3_d_EH.TIF;136;304
2020_PS161_P3_c_CR.tif;104;339;2020_PS161_P3_d_EH.TIF;136;304
2020_PS161_P3_c_CR.tif;259;160;2020_PS161_P3_d_EH.TIF;284;152
2020_PS161_P3_c_CR.tif;312;255;2020_PS161_P3_d_EH.TIF;40;335
2020_PS161_P3_c_CR.tif;223;443;2020_PS161_P3_d_EH.TIF;223;344
2020_PS161_P3_c_CR.tif;203;158;2020_PS161_P3_d_EH.TIF;257;396
2020_PS161_P3_c_CR.tif;323;305;2020_PS161_P3_d_EH.TIF;69;282
2020_PS161_P3_c_CR.tif;145;210;2020_PS161_P3_d_EH.TIF;162;442
2020_PS161_P3_c_CR.tif;145;210;2020_PS161_P3_d_EH.TIF;162;442
2020_PS161_P3_c_CR.tif;328;266;2020_PS161_P3_d_EH.TIF;72;241
2020_PS161_P3_c_CR.tif;58;171;2020_PS161_P3_d_EH.TIF;184;448
2020_PS161_P3_c_CR.tif;31;260;2020_PS161_P3_d_EH.TIF;138;464
2020_PS161_P3_c_CR.tif;296;342;2020_PS161_P3_d_EH.TIF;59;328
2020_PS161_P3_c_CR.tif;331;292;2020_PS161_P3_d_EH.TIF;75;265
2020_PS161_P3_c_CR.tif;290;435;2020_PS161_P3_d_EH.TIF;367;261
2020_PS161_P3_c_CR.tif;273;386;2020_PS161_P3_d_EH.TIF;70;376
2020_PS161_P3_c_CR.tif;325;309;2020_PS161_P3_d_EH.TIF;71;285
2020_PS161_P3_c_CR.tif;48;294;2020_PS161_P3_d_EH.TIF;188;289
2020_PS161_P3_c_CR.tif;196;81;2020_PS161_P3_d_EH.TIF;292;330
2020_PS161_P3_c_CR.tif;159;212;2020_PS161_P3_d_EH.TIF;70;298
ref_id; pt1x; pt1y; query_id; pt2x; pt2y
2020_PS164_P1_b_CR.tif;172;421;2020_PS164_P1_c_EH.TIF;83;345
2020_PS164_P1_b_CR.tif;107;108;2020_PS164_P1_c_EH.TIF;323;151
2020_PS164_P1_b_CR.tif;300;273;2020_PS164_P1_c_EH.TIF;58;239
2020_PS164_P1_b_CR.tif;232;444;2020_PS164_P1_c_EH.TIF;43;260
2020_PS164_P1_b_CR.tif;106;300;2020_PS164_P1_c_EH.TIF;156;200
2020_PS164_P1_b_CR.tif;254;46;2020_PS164_P1_c_EH.TIF;289;70
2020_PS164_P1_b_CR.tif;247;95;2020_PS164_P1_c_EH.TIF;166;267
2020_PS164_P1_b_CR.tif;148;258;2020_PS164_P1_c_EH.TIF;215;254
2020_PS164_P1_b_CR.tif;270;405;2020_PS164_P1_c_EH.TIF;196;52
2020_PS164_P1_b_CR.tif;290;385;2020_PS164_P1_c_EH.TIF;48;236
2020_PS164_P1_b_CR.tif;313;311;2020_PS164_P1_c_EH.TIF;70;276
2020_PS164_P1_b_CR.tif;134;131;2020_PS164_P1_c_EH.TIF;280;258
2020_PS164_P1_b_CR.tif;194;187;2020_PS164_P1_c_EH.TIF;147;381
2020_PS164_P1_b_CR.tif;175;370;2020_PS164_P1_c_EH.TIF;167;171
2020_PS164_P1_b_CR.tif;67;165;2020_PS164_P1_c_EH.TIF;48;236
2020_PS164_P1_b_CR.tif;146;403;2020_PS164_P1_c_EH.TIF;166;267
2020_PS164_P1_b_CR.tif;133;267;2020_PS164_P1_c_EH.TIF;183;400
2020_PS164_P1_b_CR.tif;140;460;2020_PS164_P1_c_EH.TIF;323;362
2020_PS164_P1_b_CR.tif;46;199;2020_PS164_P1_c_EH.TIF;34;261
ref_id; pt1x; pt1y; query_id; pt2x; pt2y
2020_PS165_P1_c_CR.tif;271;283;2020_PS165_P1_d_EH.TIF;295;324
2020_PS165_P1_c_CR.tif;326;280;2020_PS165_P1_d_EH.TIF;76;407
2020_PS165_P1_c_CR.tif;300;300;2020_PS165_P1_d_EH.TIF;271;372
2020_PS165_P1_c_CR.tif;260;370;2020_PS165_P1_d_EH.TIF;66;367
2020_PS165_P1_c_CR.tif;220;422;2020_PS165_P1_d_EH.TIF;65;290
2020_PS165_P1_c_CR.tif;311;84;2020_PS165_P1_d_EH.TIF;66;398
2020_PS165_P1_c_CR.tif;133;111;2020_PS165_P1_d_EH.TIF;158;116
2020_PS165_P1_c_CR.tif;343;218;2020_PS165_P1_d_EH.TIF;66;150
2020_PS165_P1_c_CR.tif;104;200;2020_PS165_P1_d_EH.TIF;101;271
2020_PS165_P1_c_CR.tif;95;379;2020_PS165_P1_d_EH.TIF;157;401
2020_PS165_P1_c_CR.tif;218;269;2020_PS165_P1_d_EH.TIF;213;398
2020_PS165_P1_c_CR.tif;275;409;2020_PS165_P1_d_EH.TIF;166;466
2020_PS165_P1_c_CR.tif;135;246;2020_PS165_P1_d_EH.TIF;195;225
2020_PS165_P1_c_CR.tif;123;289;2020_PS165_P1_d_EH.TIF;105;254
2020_PS165_P1_c_CR.tif;27;274;2020_PS165_P1_d_EH.TIF;101;73
2020_PS165_P1_c_CR.tif;219;346;2020_PS165_P1_d_EH.TIF;143;114
2020_PS165_P1_c_CR.tif;270;262;2020_PS165_P1_d_EH.TIF;94;166
2020_PS165_P1_c_CR.tif;150;346;2020_PS165_P1_d_EH.TIF;141;316
2020_PS165_P1_c_CR.tif;125;317;2020_PS165_P1_d_EH.TIF;224;91
2020_PS165_P1_c_CR.tif;216;413;2020_PS165_P1_d_EH.TIF;139;366
