ref_id,pt1x,pt1y, query_id,pt2x,pt2y
2020_PS056_P1_b_CR.tif,282,230,2020_PS056_P1_c_EH.TIF,47,230
ref_id,pt1x,pt1y, query_id,pt2x,pt2y
2020_PS056_P1_c_CR.tif,282,230,2020_PS056_P1_d_EH.TIF,47,230
ref_id,pt1x,pt1y, query_id,pt2x,pt2y
2020_PS056_P1_a_CR.tif,282,230,2020_PS056_P1_b_EH.TIF,47,230
